category,coordinates,startTime,endTime,from,to,type
Jam,"(-118.2459985414, 33.8733400618)",2024-03-11 21:42:00+00:00,2024-03-12 01:41:00+00:00,Central Ave exit [8],exit [10C],Feature
Road Closed,"(-118.2182645002, 33.9684458547)",2024-02-28 03:12:30+00:00,,Mountain View Ave,Seville Ave,Feature
Road Closed,"(-118.2224152186, 33.9688843538)",2024-02-28 03:16:30+00:00,,Seville Ave,Mountain View Ave,Feature
Road Closed,"(-118.2178836265, 33.9709053964)",2024-02-29 13:56:00+00:00,,Mountain View Ave,Seville Ave,Feature
Road Closed,"(-118.2224286297, 33.9713842)",2024-02-29 03:20:00+00:00,,Seville Ave,Mountain View Ave,Feature
Jam,"(-118.2196914354, 33.9507097047)",2024-03-12 00:58:30+00:00,2024-03-12 01:41:00+00:00,Stanford Ave,Long Beach Blvd,Feature
Road Closed,"(-118.2155085304, 33.7806536793)",2024-03-08 01:06:00+00:00,,Santa Fe Ave,W Anaheim St / E I St,Feature
Jam,"(-118.2174196044, 33.9869356495)",2024-03-12 01:10:00+00:00,2024-03-12 01:42:00+00:00,E 60th Pl,Arbutus Ave,Feature
Jam,"(-118.21492515, 34.0603705372)",2024-03-11 13:18:00+00:00,2024-03-12 03:50:00+00:00,Mission Rd (I-5),CA-2/Glendale Fwy (I-5),Feature
Jam,"(-118.2139126161, 34.0513609515)",2024-03-11 21:34:00+00:00,2024-03-12 02:11:00+00:00,exit [135C],Main Street exit [136A],Feature
Road Closed,"(-118.2132206061, 33.7800233204)",2024-03-09 20:36:30+00:00,,I-710/Pico Ave (W 9th St),Santa Fe Ave (W 9th St),Feature
Jam,"(-118.2520469227, 33.9282180676)",2024-03-12 01:07:30+00:00,2024-03-12 01:59:00+00:00,exit [9],Long Beach Blvd,Feature
Jam,"(-118.3697006801, 33.9193184757)",2024-03-11 22:07:00+00:00,2024-03-12 02:34:00+00:00,I-105/Imperial Hwy (I-405),I-710 (I-405),Feature
Jam,"(-118.2094266215, 33.9080237244)",2024-03-12 00:59:30+00:00,2024-03-12 01:41:00+00:00,N Long Beach Blvd,N Short Ave,Feature
Jam,"(-118.2094668546, 33.9728111412)",2024-03-12 01:18:00+00:00,2024-03-12 01:41:00+00:00,State St,Hood Ave,Feature
Jam,"(-118.2215099731, 33.9299950647)",2024-03-11 18:49:00+00:00,2024-03-12 01:49:00+00:00,S Alameda St (E Imperial Hwy),California Ave (E Imperial Hwy),Feature
Jam,"(-118.2130315104, 33.9033526334)",2024-03-12 00:45:30+00:00,2024-03-12 01:42:00+00:00,N Santa Fe Ave (Rosecrans Ave),S Atlantic Ave (Rosecrans Ave),Feature
Road Closed,"(-118.2058096626, 33.7772566673)",2024-01-30 00:41:00+00:00,,Shoreline Dr W,Santa Fe Ave,Feature
Jam,"(-118.2066545585, 34.0485795502)",2024-03-11 23:58:30+00:00,2024-03-12 01:42:00+00:00,E Cesar E Chavez Ave (N Soto St),I-10/San Bernardino Fwy (N Soto St),Feature
Dangerous Conditions,"(-118.1972145238, 34.0556364228)",2024-03-11 23:54:00+00:00,,City Terrace Dr/Herbert Ave (I-10),Soto St (I-10),Feature
Jam,"(-118.3095963994, 33.9254044651)",2024-03-11 19:29:00+00:00,2024-03-12 02:26:00+00:00,Crenshaw Blvd (I-105),I-710/Garfield Ave (I-105),Feature
Road Closed,"(-118.1965976158, 34.0214596843)",2024-02-27 17:12:30+00:00,,Indiana St exit [132],Indiana St exit [132],Feature
Jam,"(-118.1961550513, 34.1027534257)",2024-03-12 01:11:30+00:00,2024-03-12 01:41:00+00:00,exit [28A],CA-110 N,Feature
Road Closed,"(-118.1905881265, 33.771437563)",2024-03-11 11:52:55+00:00,,E 4th St,E 3rd St,Feature
Jam,"(-118.1938014129, 33.8716609854)",2024-03-11 23:57:00+00:00,2024-03-12 01:41:00+00:00,exit [8A],CA-91 E,Feature
Road Closed,"(-118.1870167652, 33.7729396154)",2024-02-09 15:39:30+00:00,,Atlantic Ave,E 6th St / Elm Ave,Feature
Road Closed,"(-118.1876645186, 33.7729409392)",2024-03-07 06:26:00+00:00,,E 6th St / Elm Ave,Atlantic Ave,Feature
Jam,"(-118.1924321452, 33.8758962283)",2024-03-12 01:20:30+00:00,2024-03-12 01:42:00+00:00,exit [8B],CA-91 E,Feature
Road Closed,"(-118.1867311099, 34.1164112188)",2024-02-21 21:58:30+00:00,,Garrison Dr,York Blvd,Feature
Road Closed,"(-118.1860766509, 34.1167116238)",2024-02-21 22:02:30+00:00,,York Blvd,Garrison Dr,Feature
Jam,"(-118.1859586337, 33.9853451314)",2024-03-12 01:03:00+00:00,2024-03-12 01:41:00+00:00,Slauson Ave (Atlantic Blvd),Randolph St (Atlantic Blvd),Feature
Jam,"(-118.2149466076, 33.873385645)",2024-03-11 21:36:30+00:00,2024-03-12 01:59:00+00:00,exit [10C],exit [13],Feature
Accident,"(-118.1801771322, 34.0334076053)",2024-03-12 01:08:00+00:00,,I-710/Long Beach Fwy (E 3rd St),CA-60/Pomona Fwy/S Gage Ave (E 3rd St),Feature
Jam,"(-118.1785020926, 33.9310223275)",2024-03-12 01:02:00+00:00,2024-03-12 01:41:00+00:00,exit [12],Imperial Hwy,Feature
Road Closed,"(-118.1779066422, 34.132492455)",2024-03-09 10:58:30+00:00,,Avon Ave,Avenue 64,Feature
Road Works,"(-118.1767506102, 34.1247984951)",2024-02-21 21:41:00+00:00,,York Blvd (Avenue 64),La Loma Rd (Avenue 64),Feature
Jam,"(-118.1800993481, 33.9119906742)",2024-03-11 21:01:30+00:00,2024-03-12 01:41:00+00:00,Rosecrans Ave (I-710),CA-42/Firestone Blvd (I-710),Feature
Jam,"(-118.1749360958, 33.9118941234)",2024-03-12 00:55:00+00:00,2024-03-12 01:41:00+00:00,I-105 W,I-710 N,Feature
Jam,"(-118.1753746369, 34.0171694982)",2024-03-11 22:24:00+00:00,2024-03-12 01:41:00+00:00,I-5 S,I-710 S,Feature
Jam,"(-118.1703240374, 33.9684311176)",2024-03-12 01:20:30+00:00,2024-03-12 01:41:00+00:00,I-710/Long Beach Fwy (Florence Ave),Wilcox Ave (Florence Ave),Feature
Jam,"(-118.1701671281, 34.0225634414)",2024-03-12 01:12:00+00:00,2024-03-12 01:41:00+00:00,Whittier Blvd,E Olympic Blvd / S Mines St,Feature
Jam,"(-118.1725851396, 34.0241754233)",2024-03-11 22:49:30+00:00,2024-03-12 01:59:00+00:00,3rd St (I-710),CA-42/Firestone Blvd (I-710),Feature
Jam,"(-118.1724644402, 33.8766861463)",2024-03-12 01:20:30+00:00,2024-03-12 01:41:00+00:00,exit [13],N Paramount Blvd,Feature
Jam,"(-118.24877731, 33.8733186273)",2024-03-12 00:51:00+00:00,2024-03-12 01:57:00+00:00,Avalon Blvd (CA-91),Cherry Ave (CA-91),Feature
Jam,"(-118.1656154194, 33.9611837372)",2024-03-12 01:13:30+00:00,2024-03-12 01:41:00+00:00,Garfield Ave (Eastern Ave),Florence Ave (Eastern Ave),Feature
Jam,"(-118.1667111018, 34.0488235949)",2024-03-12 01:16:30+00:00,2024-03-12 01:41:00+00:00,Floral Dr (I-710),Ramona Blvd (I-710),Feature
Jam,"(-118.1774399379, 33.911845848)",2024-03-11 23:03:30+00:00,2024-03-12 01:59:00+00:00,Wright Rd,exit [16],Feature
Jam,"(-118.1556590596, 33.780778385)",2024-03-12 01:06:30+00:00,2024-03-12 01:42:00+00:00,E 11th St,E 8th St,Feature
Jam,"(-118.1525168517, 34.1042393728)",2024-03-12 01:19:30+00:00,2024-03-12 01:41:00+00:00,Huntington Dr (Fremont Ave),Monterey Rd (Fremont Ave),Feature
Jam,"(-118.1774426201, 33.911778791)",2024-03-11 21:53:30+00:00,2024-03-12 02:29:00+00:00,Long Beach Blvd (I-105),CA-19/Lakewood Blvd (I-105),Feature
Jam,"(-118.1463410654, 33.9954261564)",2024-03-12 01:17:30+00:00,2024-03-12 01:41:00+00:00,E Washington Blvd,I-5 S,Feature
Accident,"(-118.1403838792, 33.9132513196)",2024-03-12 01:13:00+00:00,,Bellflower Blvd (I-105),CA-19/Lakewood Blvd (I-105),Feature
Jam,"(-118.1427133778, 33.9873030942)",2024-03-12 01:18:30+00:00,2024-03-12 01:41:00+00:00,Eastern Ave (Bandini Blvd),Greenwood Ave (Bandini Blvd),Feature
Jam,"(-118.1362304786, 33.985715224)",2024-03-12 00:06:00+00:00,2024-03-12 01:41:00+00:00,Bandini Blvd,I-5 S,Feature
Jam,"(-118.132193754, 33.889100767)",2024-03-12 01:19:30+00:00,2024-03-12 01:41:00+00:00,Alondra Blvd,Ardmore Ave,Feature
Jam,"(-118.1426704624, 33.8057658175)",2024-03-11 22:30:00+00:00,2024-03-12 02:21:00+00:00,Cherry Ave exit [29A],Palo Verde Ave exit [25],Feature
Jam,"(-118.1262191334, 34.0929365663)",2024-03-12 01:14:30+00:00,2024-03-12 01:41:00+00:00,S 1st St,S Monterey St,Feature
Jam,"(-118.1220482984, 34.0719576341)",2024-03-12 01:12:00+00:00,2024-03-12 01:41:00+00:00,Garfield Ave exit [23B],S Garfield Ave,Feature
Jam,"(-118.1212302246, 33.9664020217)",2024-03-12 01:05:00+00:00,2024-03-12 02:12:00+00:00,Paramount Blvd (I-5),Atlantic Blvd/Eastern Ave (I-5),Feature
Jam,"(-118.1215601364, 34.1152136129)",2024-03-12 00:59:00+00:00,2024-03-12 01:41:00+00:00,Pasadena,Saint Albans Rd,Feature
Jam,"(-118.1209231117, 33.822331154)",2024-03-12 00:58:30+00:00,2024-03-12 01:41:00+00:00,San Anseline Ave,N Bellflower Blvd,Feature
Jam,"(-118.1202619472, 33.9756582789)",2024-03-12 00:35:32+00:00,2024-03-12 01:43:00+00:00,Paramount Blvd (Slauson Ave),I-5/Santa Ana Fwy (Slauson Ave),Feature
Jam,"(-118.1202002564, 33.9137153532)",2024-03-11 19:59:30+00:00,2024-03-12 01:41:00+00:00,I-605 (I-105),Paramount Blvd (I-105),Feature
Jam,"(-118.1188497641, 33.9444749121)",2024-03-11 19:49:00+00:00,2024-03-12 01:42:00+00:00,Florence Ave (CA-19),5th St (CA-19),Feature
Jam,"(-118.1171908179, 34.1179360634)",2024-03-12 01:03:30+00:00,2024-03-12 01:41:00+00:00,Pasadena,Virginia Rd,Feature
Jam,"(-118.130615274, 33.9129495678)",2024-03-12 01:21:00+00:00,2024-03-12 01:41:00+00:00,CA-19/Lakewood Blvd (I-105),I-605 (I-105),Feature
Jam,"(-118.1142819622, 33.8768162096)",2024-03-12 01:11:00+00:00,2024-03-12 01:41:00+00:00,I-605 (CA-91),Downey Ave (CA-91),Feature
Road Closed,"(-118.1132090786, 34.0057889262)",2024-02-22 16:53:00+00:00,,W Olympic Blvd (S Greenwood Ave),Washington Blvd (S Greenwood Ave),Feature
Jam,"(-118.1083811024, 33.7973865896)",2024-03-12 01:21:00+00:00,2024-03-12 01:39:00+00:00,Palo Verde Ave (I-405),Bellflower Blvd (I-405),Feature
Jam,"(-118.1083623269, 33.7742646715)",2024-03-12 01:19:30+00:00,2024-03-12 01:41:00+00:00,N Studebaker Rd (E 7th St),Channel Dr (E 7th St),Feature
Jam,"(-118.1463021734, 33.8062741044)",2024-03-11 22:07:00+00:00,2024-03-12 02:34:00+00:00,Temple Ave (I-405),Stearns St (I-405),Feature
Jam,"(-118.2055079141, 34.0252697668)",2024-03-11 20:58:00+00:00,2024-03-12 02:56:00+00:00,US-101 (I-5),I-605 (I-5),Feature
Jam,"(-118.1184273162, 34.1521986057)",2024-03-12 00:40:00+00:00,2024-03-12 01:48:00+00:00,Hill Ave exit [27],Madre St exit [29B],Feature
Jam,"(-118.1896801987, 34.0552099687)",2024-03-11 21:52:00+00:00,2024-03-12 03:05:00+00:00,Soto St (I-10),CA-19/Rosemead Blvd/Flair Dr (I-10),Feature
Jam,"(-118.1572643617, 34.0365363842)",2024-03-12 00:45:30+00:00,2024-03-12 02:39:00+00:00,I-710/Long Beach Fwy (CA-60),Peck Rd (CA-60),Feature
Jam,"(-118.1256210008, 34.1518646849)",2024-03-12 00:34:00+00:00,2024-03-12 02:45:00+00:00,Lake Ave (I-210),Sunflower Ave (I-210),Feature
Jam,"(-118.5954622129, 34.2011100387)",2024-03-13 02:22:30+00:00,2024-03-13 02:49:30+00:00,Sherman Way,Valerio St,Feature
Jam,"(-118.5933285157, 34.0398985608)",2024-03-12 21:55:30+00:00,2024-03-13 02:47:30+00:00,Topanga Canyon Blvd (Pacific Coast Hwy/CA-1),Las Flores Canyon Rd (Pacific Coast Hwy/CA-1),Feature
Lane Closed,"(-118.5933003525, 34.0398985608)",2024-03-11 16:01:00+00:00,,Topanga Canyon Blvd (Pacific Coast Hwy/CA-1),Las Flores Canyon Rd (Pacific Coast Hwy/CA-1),Feature
Jam,"(-118.5905846158, 34.1889341698)",2024-03-13 01:18:30+00:00,2024-03-13 02:46:30+00:00,Independence Ave,De Soto Ave,Feature
Road Closed,"(-118.5789666275, 34.0408239243)",2024-03-09 15:30:00+00:00,,CA-1/Pacific Coast Hwy (CA-27),Fernwood Pacific Dr (CA-27),Feature
Jam,"(-118.5627285341, 34.1723634735)",2024-03-13 02:17:00+00:00,2024-03-13 02:46:30+00:00,San Fernando Valley,Corbin Ave,Feature
Road Closed,"(-118.5382627646, 34.2255221324)",2024-03-12 16:23:48+00:00,2024-03-15 06:59:00+00:00,Amigo Ave,Reseda Blvd,Feature
Road Closed,"(-118.5367258588, 34.2255275381)",2024-03-12 16:23:48+00:00,2024-03-15 06:59:00+00:00,Reseda Blvd,Amigo Ave,Feature
Road Closed,"(-118.5306734542, 34.2245994818)",2024-03-12 10:35:00+00:00,2024-03-13 06:59:00+00:00,Chase St,Napa St,Feature
Jam,"(-118.5198869506, 34.2499315868)",2024-03-13 02:26:00+00:00,2024-03-13 02:46:30+00:00,White Oak Ave,Lassen St,Feature
Jam,"(-118.5079980592, 34.3360157608)",2024-03-13 02:25:30+00:00,2024-03-13 02:39:30+00:00,exit [162],exit [166],Feature
Jam,"(-118.4929012457, 34.0097974555)",2024-03-13 02:15:00+00:00,2024-03-13 02:52:30+00:00,Ocean Ave (Olympic Dr),4th St/5th St (Olympic Blvd),Feature
Jam,"(-118.4864854017, 34.0145074494)",2024-03-13 02:22:30+00:00,2024-03-13 02:46:30+00:00,exit [1A],4th St,Feature
Jam,"(-118.4856150249, 34.0146441805)",2024-03-13 01:59:00+00:00,2024-03-13 02:47:30+00:00,I-10/Olympic Blvd/Santa Monica Fwy (Lincoln Blvd),CA-2/Santa Monica Blvd (Lincoln Blvd),Feature
Jam,"(-118.4847231904, 34.2011113558)",2024-03-13 02:20:30+00:00,2024-03-13 02:46:30+00:00,Valjean Ave,Woodley Ave,Feature
Jam,"(-118.4850759009, 34.0298630352)",2024-03-13 02:13:00+00:00,2024-03-13 02:56:30+00:00,Wilshire Blvd,Santa Monica Blvd,Feature
Jam,"(-118.4779237906, 33.9925629325)",2024-03-13 01:58:30+00:00,2024-03-13 02:46:30+00:00,Speed Way,Pacific Ave,Feature
Jam,"(-118.476120005, 34.094559288)",2024-03-12 21:55:00+00:00,2024-03-13 03:48:30+00:00,Getty Ctr Dr exit [59],Skirball Ctr Dr exit [61],Feature
Jam,"(-118.472988526, 34.2342031323)",2024-03-13 02:21:00+00:00,2024-03-13 03:46:30+00:00,Roscoe Blvd (I-405),Devonshire St (I-405),Feature
Jam,"(-118.472783337, 34.0804106177)",2024-03-12 22:15:30+00:00,2024-03-13 03:48:30+00:00,exit [57B],Getty Ctr Dr exit [59],Feature
Jam,"(-118.481855909, 34.1146530404)",2024-03-12 21:48:30+00:00,2024-03-13 03:27:30+00:00,Getty Ctr Dr exit [59],Ventura Blvd exit [63A],Feature
Jam,"(-118.4793118337, 34.0582086434)",2024-03-12 22:05:30+00:00,2024-03-13 03:00:30+00:00,Allenford Ave (W Sunset Blvd),I-405/San Diego Fwy (W Sunset Blvd),Feature
Jam,"(-118.4697081844, 34.0782179245)",2024-03-13 02:01:30+00:00,2024-03-13 02:46:30+00:00,Bellagio Rd / Moraga Dr,Moraga Dr,Feature
Road Closed,"(-118.467856119, 34.2741197986)",2024-03-12 23:50:00+00:00,,Rinaldi St (Sepulveda Blvd/CA-1),San Fernando Mission Blvd (Sepulveda Blvd/CA-1),Feature
Jam,"(-118.4690309266, 34.1489826733)",2024-03-12 22:53:30+00:00,2024-03-13 02:46:30+00:00,exit [63B],US-101 N,Feature
Road Closed,"(-118.4675195018, 34.2724098586)",2024-03-12 23:42:00+00:00,,San Fernando Mission Blvd (Sepulveda Blvd/CA-1),Rinaldi St (Sepulveda Blvd/CA-1),Feature
Jam,"(-118.4672164122, 33.980022222)",2024-03-13 02:09:00+00:00,2024-03-13 02:46:30+00:00,Speed Way,Pacific Ave,Feature
Jam,"(-118.467586557, 34.1495606373)",2024-03-13 01:44:30+00:00,2024-03-13 02:55:30+00:00,I-405/San Diego Fwy (4) (Sepulveda Blvd/CA-1),US-101/Ventura Fwy (Sepulveda Blvd/CA-1),Feature
Jam,"(-118.4729295174, 34.0520596557)",2024-03-13 02:10:00+00:00,2024-03-13 02:56:30+00:00,26th St (San Vicente Blvd),Wilshire Blvd (San Vicente Blvd),Feature
Jam,"(-118.4636678497, 34.0559542654)",2024-03-13 02:23:30+00:00,2024-03-13 02:48:30+00:00,Bringham Ave,San Vicente Blvd,Feature
Jam,"(-118.4617795745, 34.0487176849)",2024-03-13 02:22:30+00:00,2024-03-13 02:46:30+00:00,Wilshire Blvd,Texas Ave,Feature
Road Closed,"(-118.4583584169, 33.9907443623)",2024-03-11 07:45:09+00:00,2024-03-14 06:59:00+00:00,Victoria Ave,Venice Blvd,Feature
Jam,"(-118.4541285733, 34.0584071069)",2024-03-12 20:49:00+00:00,2024-03-13 03:32:30+00:00,exit [55B-C],Getty Ctr Dr exit [59],Feature
Accident,"(-118.4521584908, 33.9852659696)",2024-03-13 00:47:00+00:00,,Via Regatta,Marina City Dr,Feature
Jam,"(-118.4506551126, 34.0549685118)",2024-03-12 22:27:00+00:00,2024-03-13 02:46:30+00:00,S Sepulveda Blvd,I-405 N,Feature
Jam,"(-118.4496640364, 34.0287379082)",2024-03-13 01:46:00+00:00,2024-03-13 02:47:30+00:00,Ocean Park Blvd (S Bundy Dr),W Olympic Blvd (S Bundy Dr),Feature
Jam,"(-118.4552618066, 33.9952598598)",2024-03-13 01:56:00+00:00,2024-03-13 02:50:30+00:00,California Ave (CA-1),Washington Blvd (CA-1),Feature
Jam,"(-118.4471213022, 34.0477091369)",2024-03-12 20:30:30+00:00,2024-03-13 03:50:30+00:00,Santa Monica Blvd (CA-2) exit [55A],exit [57A],Feature
Jam,"(-118.4577549199, 34.0430259891)",2024-03-13 01:12:00+00:00,2024-03-13 02:52:30+00:00,S Bundy Dr (Santa Monica Blvd/CA-2),Westwood Blvd (Santa Monica Blvd/CA-2),Feature
Jam,"(-118.4455790321, 34.1259800065)",2024-03-13 01:13:30+00:00,2024-03-13 02:46:30+00:00,W Sunset Blvd (Beverly Glen Blvd),Mulholland Dr (Beverly Glen Blvd),Feature
Jam,"(-118.4402307073, 34.0369762684)",2024-03-13 02:24:30+00:00,2024-03-13 02:46:30+00:00,W Pico Blvd (Sawtelle Blvd),CA-2/Santa Monica Blvd (Sawtelle Blvd),Feature
Jam,"(-118.4460779229, 34.0461360087)",2024-03-13 02:22:30+00:00,2024-03-13 02:39:30+00:00,Wilshire Blvd (I-405),Olympic Blvd/Pico Blvd (I-405),Feature
Jam,"(-118.4421297113, 34.0299556316)",2024-03-12 21:07:00+00:00,2024-03-13 03:47:30+00:00,exit [3A],I-405 N,Feature
Jam,"(-118.4382726947, 33.9374596333)",2024-03-13 01:48:30+00:00,2024-03-13 03:10:30+00:00,Culver Blvd (Vista Del Mar),W Imperial Hwy (Vista Del Mar),Feature
Road Closed,"(-118.4359378317, 34.1288607212)",2024-02-24 21:19:30+00:00,,Mulholland Dr,Wallingford Dr,Feature
Jam,"(-118.433387051, 34.2819813205)",2024-03-13 02:20:00+00:00,2024-03-13 02:50:30+00:00,4th St,Jessie St,Feature
Jam,"(-118.4326802889, 34.0303525515)",2024-03-12 20:57:00+00:00,2024-03-13 03:44:30+00:00,exit [53B],exit [55B-C],Feature
Jam,"(-118.4320204655, 34.1255495353)",2024-03-13 02:11:00+00:00,2024-03-13 02:51:30+00:00,Hythe Ct,Mulholland Dr,Feature
Jam,"(-118.4296775559, 34.031775446)",2024-03-12 20:43:30+00:00,2024-03-13 03:24:30+00:00,I-10 W,I-405 N,Feature
Jam,"(-118.4275291065, 34.0237355423)",2024-03-12 21:38:30+00:00,2024-03-13 03:45:30+00:00,Washington Blvd exit [52],Santa Monica Blvd (CA-2) exit [55A],Feature
Jam,"(-118.4265702168, 34.0226666747)",2024-03-13 00:21:30+00:00,2024-03-13 03:46:30+00:00,Venice Blvd (I-405),Ventura Blvd (I-405),Feature
Jam,"(-118.4258352915, 34.0413858192)",2024-03-13 02:09:00+00:00,2024-03-13 02:46:30+00:00,Westwood Blvd (W Pico Blvd),S Beverly Glen Blvd (W Pico Blvd),Feature
Jam,"(-118.4193523923, 34.060465739)",2024-03-13 02:17:30+00:00,2024-03-13 02:46:30+00:00,Santa Monica Blvd,Santa Monica Blvd,Feature
Road Closed,"(-118.4177605012, 33.9634636434)",2024-03-12 08:28:32+00:00,2024-03-15 06:59:00+00:00,W 83rd St,W 80th St,Feature
Jam,"(-118.414612929, 34.2375961201)",2024-03-12 23:58:00+00:00,2024-03-13 02:43:30+00:00,Sheldon St (I-5),CA-118/Ronald Reagan Fwy/Paxton St (I-5),Feature
Road Closed,"(-118.4139691988, 34.115872097)",2024-02-06 00:41:00+00:00,,Lake Dr,Beverly Pl,Feature
Jam,"(-118.431732128, 34.0289323422)",2024-03-12 20:18:30+00:00,2024-03-13 03:24:30+00:00,Olympic Blvd exit [54],Slauson Ave exit [50B],Feature
Jam,"(-118.4119266966, 34.1340467733)",2024-03-13 02:20:00+00:00,2024-03-13 02:47:30+00:00,Franklin Canyon Dr/Mulholland Dr (Coldwater Canyon Ave/Mulholland Dr),Ventura Blvd (Coldwater Canyon Ave),Feature
Jam,"(-118.4116692046, 34.2353685604)",2024-03-12 21:11:00+00:00,2024-03-13 02:46:30+00:00,Sheldon St (CA-170),I-5/Golden Hwy (CA-170),Feature
Road Closed,"(-118.4116544524, 34.0545394154)",2024-03-12 10:05:07+00:00,2024-03-15 06:59:00+00:00,Avenue of the Stars,Avenue of the Stars,Feature
Road Works,"(-118.4069203535, 34.1939458429)",2024-03-13 01:58:30+00:00,,Coldwater Canyon Ave (Vanowen St),Whitsett Ave (Vanowen St),Feature
Jam,"(-118.4052412907, 34.026024816)",2024-03-13 02:09:30+00:00,2024-03-13 02:46:30+00:00,Tabor St,National Blvd / Woodbine St,Feature
Road Works,"(-118.4030150572, 34.1429262301)",2024-03-13 01:58:30+00:00,,Laurel Canyon Blvd (Ventura Blvd),Whitsett Ave/Laurel Terrace Dr (Ventura Blvd),Feature
Road Closed,"(-118.4022600153, 33.8645102565)",2024-03-12 13:12:21+00:00,2024-03-15 06:59:00+00:00,Hermosa Ave / 15th St,17th Ct,Feature
Road Closed,"(-118.4025027553, 33.8652317246)",2024-03-12 13:12:21+00:00,2024-03-15 06:59:00+00:00,17th Ct,Hermosa Ave / 15th St,Feature
Jam,"(-118.4018000165, 34.1430375027)",2024-03-13 02:24:30+00:00,2024-03-13 02:46:30+00:00,Laurel Canyon Blvd (Ventura Blvd),Whitsett Ave/Laurel Terrace Dr (Ventura Blvd),Feature
Road Closed,"(-118.4021259049, 33.9437078038)",2024-03-12 17:51:30+00:00,,Los Angeles,East Way,Feature
Road Closed,"(-118.401627014, 34.0730708013)",2024-02-27 16:31:00+00:00,2024-03-15 06:59:00+00:00,Santa Monica Blvd,Santa Monica Blvd,Feature
Road Closed,"(-118.4005058507, 34.0719402071)",2024-03-11 15:48:00+00:00,2024-03-15 06:59:00+00:00,Santa Monica Blvd,Santa Monica Blvd,Feature
Jam,"(-118.409865419, 34.0010548227)",2024-03-12 19:30:00+00:00,2024-03-13 03:39:30+00:00,Washington Blvd exit [51],H Hughes Pkwy exit [49],Feature
Road Closed,"(-118.3969465593, 34.0670773831)",2024-03-12 23:37:00+00:00,,Wilshire Blvd,Charleville Blvd,Feature
Jam,"(-118.3961459199, 33.9537057444)",2024-03-13 02:14:30+00:00,2024-03-13 02:46:30+00:00,Los Angeles,Westchester Pkwy,Feature
Jam,"(-118.3979738453, 34.0186044938)",2024-03-13 02:25:30+00:00,2024-03-13 02:46:30+00:00,Culver Blvd,Braddock Dr,Feature
Jam,"(-118.3959393898, 33.8937409817)",2024-03-13 02:25:00+00:00,2024-03-13 02:46:30+00:00,South Bay Cities,Marine Ave,Feature
Jam,"(-118.398136119, 34.0192025926)",2024-03-13 02:21:30+00:00,2024-03-13 02:46:30+00:00,Overland Ave (Culver Blvd),Venice Blvd (Culver Blvd),Feature
Jam,"(-118.3923385242, 34.1457317949)",2024-03-13 02:18:30+00:00,2024-03-13 02:48:30+00:00,Guerin St,Ventura Blvd / Ventura Pl,Feature
Road Closed,"(-118.3931646446, 34.1485521805)",2024-03-12 23:25:30+00:00,,Gentry Ave,Radford Ave,Feature
Jam,"(-118.3920555511, 34.1545294246)",2024-03-12 20:00:00+00:00,2024-03-13 03:35:30+00:00,CA-170/CA-134 (US-101),Burbank Blvd (US-101),Feature
Jam,"(-118.3912039498, 34.1428846763)",2024-03-13 02:22:30+00:00,2024-03-13 02:46:30+00:00,Colfax Ave (Ventura Blvd),Laurel Canyon Blvd (Ventura Blvd),Feature
Jam,"(-118.3859092692, 33.8267018376)",2024-03-13 02:16:30+00:00,2024-03-13 02:46:30+00:00,S Pacific Coast Hwy,S Catalina Ave,Feature
Jam,"(-118.3947391013, 34.0889159305)",2024-03-12 23:00:30+00:00,2024-03-13 03:09:30+00:00,N Palm Dr (Sunset Blvd),N San Vicente Blvd (W Sunset Blvd),Feature
Jam,"(-118.3913434247, 34.0800565582)",2024-03-13 01:44:30+00:00,2024-03-13 02:46:30+00:00,N Beverly Dr (Santa Monica Blvd/CA-2),N San Vicente Blvd (Santa Monica Blvd/CA-2),Feature
Jam,"(-118.3853875795, 34.0869230344)",2024-03-13 02:20:30+00:00,2024-03-13 02:47:30+00:00,CA-2/Santa Monica Blvd (N San Vicente Blvd),W Sunset Blvd (N San Vicente Blvd),Feature
Jam,"(-118.4167895416, 34.1566725587)",2024-03-12 17:50:00+00:00,2024-03-13 02:59:30+00:00,Woodman Ave (US-101),CA-170/CA-134 (US-101),Feature
Jam,"(-118.39500464, 34.0552461489)",2024-03-13 02:17:30+00:00,2024-03-13 02:46:30+00:00,Beverwil Dr (W Pico Blvd),S Robertson Blvd (W Pico Blvd),Feature
Jam,"(-118.4323007563, 34.0295197401)",2024-03-12 21:18:00+00:00,2024-03-13 03:33:30+00:00,I-10/Santa Monica Fwy (I-405),Florence Ave (I-405),Feature
Jam,"(-118.3822064796, 34.0913701084)",2024-03-12 23:00:30+00:00,2024-03-13 03:09:30+00:00,N San Vicente Blvd (W Sunset Blvd),N Crescent Heights Blvd (W Sunset Blvd),Feature
Jam,"(-118.3737226525, 34.0266551648)",2024-03-13 01:52:30+00:00,2024-03-13 02:46:30+00:00,National Blvd,S La Cienega Blvd,Feature
Jam,"(-118.3721736768, 34.0236510671)",2024-03-13 02:18:00+00:00,2024-03-13 02:46:30+00:00,Rodeo Rd (S la Cienega Blvd),La Cienega Blvd (S la Cienega Blvd),Feature
Dangerous Conditions,"(-118.3706528643, 34.1472566656)",2024-03-13 01:46:00+00:00,,Vineland Ave (US-101),CA-170/CA-134 (US-101),Feature
